x,y,index
401,79,1
402,36,1
402,37,1
402,17,1
402,8,1
404,134,1
404,45,1
404,249,1
406,90,1
406,60,1
406,31,1
415,78,1
415,115,1
417,5,1
419,45,1
421,2,1
429,94,1
429,45,1
429,35,1
430,0,1
432,3,1
438,100,1
438,102,1
438,49,1
438,28,1
438,36,1
444,60,1
444,102,1
444,77,1
450,4,1
456,41,1
458,25,1
458,26,1
462,30,1
462,28,1
462,31,1
462,32,1
462,8,1
462,33,1
463,47,1
463,188,1
469,179,1
469,11,1
469,182,1
469,37,1
469,162,1
469,183,1
469,184,1
469,185,1
469,31,1
469,40,1
469,47,1
469,60,1
471,19,1
471,11,1
471,3,1
471,71,1
471,72,1
471,73,1
471,74,1
471,75,1
472,10,1
474,186,1
474,10,1
474,63,1
474,187,1
474,179,1
474,162,1
474,36,1
474,156,1
476,58,1
480,134,1
480,23,1
480,62,1
481,17,1
482,57,1
482,58,1
482,59,1
482,60,1
491,124,1
491,61,1
491,175,1
491,176,1
491,45,1
492,13,1
492,34,1
492,35,1
495,61,1
495,77,1
495,10,1
498,70,1
498,40,1
500,76,1
500,28,1
500,77,1
500,78,1
508,38,1
508,39,1
508,40,1
508,41,1
519,27,1
519,28,1
519,29,1
535,37,1
535,152,1
535,172,1
535,124,1
535,35,1
535,11,1
535,34,1
535,125,1
535,179,1
535,41,1
535,8,1
537,24,1
540,6,1
542,19,1
542,20,1
543,61,1
556,42,1
556,43,1
559,260,1
559,106,1
559,29,1
559,261,1
559,262,1
559,13,1
559,263,1
561,365,1
561,79,1
561,306,1
561,144,1
561,366,1
561,367,1
561,90,1
561,50,1
561,37,1
561,136,1
561,276,1
561,55,1
561,47,1
561,369,1
561,14,1
561,133,1
561,49,1
561,370,1
561,35,1
561,106,1
561,371,1
561,219,1
563,306,1
563,27,1
563,307,1
563,110,1
563,40,1
563,276,1
563,308,1
563,309,1
563,310,1
565,37,1
565,71,1
565,189,1
565,226,1
565,279,1
565,88,1
565,227,1
565,208,1
565,101,1
565,51,1
565,31,1
